year,prefecture,population_total_k,age_0_14_k,age_15_plus_k
1984,岩手,1431.6,,
1984,島根,793.0,,
1984,広島,2803.0,,
1984,徳島,833.0,,
1984,愛媛,1525.4,,
1984,愛知,6408.4,,
1984,新潟,2472.6,,
1984,東京,11786.8,,
1984,栃木,1851.2,,
1984,沖縄,1164.6,,
1984,滋賀,1140.8,,
1984,熊本,1828.4,,
1984,石川,1145.4,,
1984,神奈川,7330.4,,
1984,福井,813.2,,
1984,福岡,4685.8,,
1984,福島,2071.0,,
1984,秋田,1254.6,,
1984,群馬,1906.6,,
1984,茨城,2691.6,,
1984,長崎,1593.4,,
1984,長野,2126.4,,
1984,青森,1524.0,,
1984,静岡,3549.4,,
1984,香川,1018.4,,
1984,高知,838.2,,
1984,鳥取,613.6,,
1984,鹿児島,1812.2,,
1985,三重,1747.0,,
1985,京都,2587.0,,
1985,佐賀,880.0,,
1985,兵庫,5278.0,,
1985,北海道,5679.0,,
1985,千葉,5148.0,,
1985,和歌山,1087.0,,
1985,埼玉,5864.0,,
1985,大分,1250.0,,
1985,大阪,8668.0,,
1985,奈良,1305.0,,
1985,宮城,2176.0,,
1985,宮崎,1176.0,,
1985,富山,1118.0,,
1985,山口,1602.0,,
1985,山形,1262.0,,
1985,山梨,833.0,,
1985,岐阜,2029.0,,
1985,岡山,1917.0,,
1985,岩手,1434.0,,
1985,島根,795.0,,
1985,広島,2819.0,,
1985,徳島,835.0,,
1985,愛媛,1530.0,,
1985,愛知,6455.0,,
1985,新潟,2478.0,,
1985,東京,11829.0,,
1985,栃木,1866.0,,
1985,沖縄,1179.0,,
1985,滋賀,1156.0,,
1985,熊本,1838.0,,
1985,石川,1152.0,,
1985,神奈川,7432.0,,
1985,福井,818.0,,
1985,福岡,4719.0,,
1985,福島,2080.0,,
1985,秋田,1254.0,,
1985,群馬,1921.0,,
1985,茨城,2725.0,,
1985,長崎,1594.0,,
1985,長野,2137.0,,
1985,青森,1524.0,,
1985,静岡,3575.0,,
1985,香川,1023.0,,
1985,高知,840.0,,
1985,鳥取,616.0,,
1985,鹿児島,1819.0,,
1986,三重,1756.2,,
1986,京都,2590.0,,
1986,佐賀,879.6,,
1986,兵庫,5303.4,,
1986,北海道,5672.0,,
1986,千葉,5229.4,,
1986,和歌山,1084.4,,
1986,埼玉,5972.2,,
1986,大分,1247.4,,
1986,大阪,8681.4,,
1986,奈良,1319.0,,
1986,宮城,2190.6,,
1986,宮崎,1174.6,,
1986,富山,1118.4,,
1986,山口,1596.2,,
1986,山形,1261.2,,
1986,山梨,837.0,,
1986,岐阜,2036.6,,
1986,岡山,1918.8,,
1986,岩手,1430.6,,
1986,島根,792.2,,
1986,広島,2825.2,,
1986,徳島,834.4,,
1986,愛媛,1527.0,,
1986,愛知,6502.2,,
1986,新潟,2477.4,,
1986,東京,11834.4,,
1986,栃木,1879.8,,
1986,沖縄,1187.6,,
1986,滋賀,1169.2,,
1986,熊本,1838.4,,
1986,石川,1154.6,,
1986,神奈川,7541.6,,
1986,福井,819.2,,
1986,福岡,4737.4,,
1986,福島,2084.8,,
1986,秋田,1248.6,,
1986,群馬,1930.0,,
1986,茨城,2749.0,,
1986,長崎,1587.8,,
1986,長野,2141.0,,
1986,青森,1515.8,,
1986,静岡,3594.2,,
1986,香川,1023.0,,
1986,高知,837.0,,
1986,鳥取,616.0,,
1986,鹿児島,1814.8,,
1987,三重,1765.4,,
1987,京都,2593.0,,
1987,佐賀,879.2,,
1987,兵庫,5328.8,,
1987,北海道,5665.0,,
1987,千葉,5310.8,,
1987,和歌山,1081.8,,
1987,埼玉,6080.4,,
1987,大分,1244.8,,
1987,大阪,8694.8,,
1987,奈良,1333.0,,
1987,宮城,2205.2,,
1987,宮崎,1173.2,,
1987,富山,1118.8,,
1987,山口,1590.4,,
1987,山形,1260.4,,
1987,山梨,841.0,,
1987,岐阜,2044.2,,
1987,岡山,1920.6,,
1987,岩手,1427.2,,
1987,島根,789.4,,
1987,広島,2831.4,,
1987,徳島,833.8,,
1987,愛媛,1524.0,,
1987,愛知,6549.4,,
1987,新潟,2476.8,,
1987,東京,11839.8,,
1987,栃木,1893.6,,
1987,沖縄,1196.2,,
1987,滋賀,1182.4,,
1987,熊本,1838.8,,
1987,石川,1157.2,,
1987,神奈川,7651.2,,
1987,福井,820.4,,
1987,福岡,4755.8,,
1987,福島,2089.6,,
1987,秋田,1243.2,,
1987,群馬,1939.0,,
1987,茨城,2773.0,,
1987,長崎,1581.6,,
1987,長野,2145.0,,
1987,青森,1507.6,,
1987,静岡,3613.4,,
1987,香川,1023.0,,
1987,高知,834.0,,
1987,鳥取,616.0,,
1987,鹿児島,1810.6,,
1988,三重,1774.6,,
1988,京都,2596.0,,
1988,佐賀,878.8,,
1988,兵庫,5354.2,,
1988,北海道,5658.0,,
1988,千葉,5392.2,,
1988,和歌山,1079.2,,
1988,埼玉,6188.6,,
1988,大分,1242.2,,
1988,大阪,8708.2,,
1988,奈良,1347.0,,
1988,宮城,2219.8,,
1988,宮崎,1171.8,,
1988,富山,1119.2,,
1988,山口,1584.6,,
1988,山形,1259.6,,
1988,山梨,845.0,,
1988,岐阜,2051.8,,
1988,岡山,1922.4,,
1988,岩手,1423.8,,
1988,島根,786.6,,
1988,広島,2837.6,,
1988,徳島,833.2,,
1988,愛媛,1521.0,,
1988,愛知,6596.6,,
1988,新潟,2476.2,,
1988,東京,11845.2,,
1988,栃木,1907.4,,
1988,沖縄,1204.8,,
1988,滋賀,1195.6,,
1988,熊本,1839.2,,
1988,石川,1159.8,,
1988,神奈川,7760.8,,
1988,福井,821.6,,
1988,福岡,4774.2,,
1988,福島,2094.4,,
1988,秋田,1237.8,,
1988,群馬,1948.0,,
1988,茨城,2797.0,,
1988,長崎,1575.4,,
1988,長野,2149.0,,
1988,青森,1499.4,,
1988,静岡,3632.6,,
1988,香川,1023.0,,
1988,高知,831.0,,
1988,鳥取,616.0,,
1988,鹿児島,1806.4,,
1989,三重,1783.8,,
1989,京都,2599.0,,
1989,佐賀,878.4,,
1989,兵庫,5379.6,,
1989,北海道,5651.0,,
1989,千葉,5473.6,,
1989,和歌山,1076.6,,
1989,埼玉,6296.8,,
1989,大分,1239.6,,
1989,大阪,8721.6,,
1989,奈良,1361.0,,
1989,宮城,2234.4,,
1989,宮崎,1170.4,,
1989,富山,1119.6,,
1989,山口,1578.8,,
1989,山形,1258.8,,
1989,山梨,849.0,,
1989,岐阜,2059.4,,
1989,岡山,1924.2,,
1989,岩手,1420.4,,
1989,島根,783.8,,
1989,広島,2843.8,,
1989,徳島,832.6,,
1989,愛媛,1518.0,,
1989,愛知,6643.8,,
1989,新潟,2475.6,,
1989,東京,11850.6,,
1989,栃木,1921.2,,
1989,沖縄,1213.4,,
1989,滋賀,1208.8,,
1989,熊本,1839.6,,
1989,石川,1162.4,,
1989,神奈川,7870.4,,
1989,福井,822.8,,
1989,福岡,4792.6,,
1989,福島,2099.2,,
1989,秋田,1232.4,,
1989,群馬,1957.0,,
1989,茨城,2821.0,,
1989,長崎,1569.2,,
1989,長野,2153.0,,
1989,青森,1491.2,,
1989,静岡,3651.8,,
1989,香川,1023.0,,
1989,高知,828.0,,
1989,鳥取,616.0,,
1989,鹿児島,1802.2,,
1990,三重,1793.0,,
1990,京都,2602.0,,
1990,佐賀,878.0,,
1990,兵庫,5405.0,,
1990,北海道,5644.0,,
1990,千葉,5555.0,,
1990,和歌山,1074.0,,
1990,埼玉,6405.0,,
1990,大分,1237.0,,
1990,大阪,8735.0,,
1990,奈良,1375.0,,
1990,宮城,2249.0,,
1990,宮崎,1169.0,,
1990,富山,1120.0,,
1990,山口,1573.0,,
1990,山形,1258.0,,
1990,山梨,853.0,,
1990,岐阜,2067.0,,
1990,岡山,1926.0,,
1990,岩手,1417.0,,
1990,島根,781.0,,
1990,広島,2850.0,,
1990,徳島,832.0,,
1990,愛媛,1515.0,,
1990,愛知,6691.0,,
1990,新潟,2475.0,,
1990,東京,11856.0,,
1990,栃木,1935.0,,
1990,沖縄,1222.0,,
1990,滋賀,1222.0,,
1990,熊本,1840.0,,
1990,石川,1165.0,,
1990,神奈川,7980.0,,
1990,福井,824.0,,
1990,福岡,4811.0,,
1990,福島,2104.0,,
1990,秋田,1227.0,,
1990,群馬,1966.0,,
1990,茨城,2845.0,,
1990,長崎,1563.0,,
1990,長野,2157.0,,
1990,青森,1483.0,,
1990,静岡,3671.0,,
1990,香川,1023.0,,
1990,高知,825.0,,
1990,鳥取,616.0,,
1990,鹿児島,1798.0,,
1991,三重,1802.6,,
1991,京都,2607.6,,
1991,佐賀,879.2,,
1991,兵庫,5404.4,,
1991,北海道,5653.6,,
1991,千葉,5603.6,,
1991,和歌山,1075.2,,
1991,埼玉,6475.8,,
1991,大分,1235.8,,
1991,大阪,8747.4,,
1991,奈良,1386.2,,
1991,宮城,2265.0,,
1991,宮崎,1170.4,,
1991,富山,1120.6,,
1991,山口,1569.6,,
1991,山形,1257.8,,
1991,山梨,858.8,,
1991,岐阜,2073.6,,
1991,岡山,1931.0,,
1991,岩手,1417.6,,
1991,島根,779.0,,
1991,広島,2856.4,,
1991,徳島,832.0,,
1991,愛媛,1513.4,,
1991,愛知,6726.4,,
1991,新潟,2477.6,,
1991,東京,11839.6,,
1991,栃木,1944.8,,
1991,沖縄,1232.2,,
1991,滋賀,1235.0,,
1991,熊本,1844.0,,
1991,石川,1168.0,,
1991,神奈川,8033.2,,
1991,福井,824.6,,
1991,福岡,4835.4,,
1991,福島,2110.0,,
1991,秋田,1224.4,,
1991,群馬,1973.6,,
1991,茨城,2867.2,,
1991,長崎,1559.4,,
1991,長野,2164.4,,
1991,青森,1482.8,,
1991,静岡,3684.4,,
1991,香川,1023.8,,
1991,高知,823.4,,
1991,鳥取,615.8,,
1991,鹿児島,1797.2,,
1992,三重,1812.2,,
1992,京都,2613.2,,
1992,佐賀,880.4,,
1992,兵庫,5403.8,,
1992,北海道,5663.2,,
1992,千葉,5652.2,,
1992,和歌山,1076.4,,
1992,埼玉,6546.6,,
1992,大分,1234.6,,
1992,大阪,8759.8,,
1992,奈良,1397.4,,
1992,宮城,2281.0,,
1992,宮崎,1171.8,,
1992,富山,1121.2,,
1992,山口,1566.2,,
1992,山形,1257.6,,
1992,山梨,864.6,,
1992,岐阜,2080.2,,
1992,岡山,1936.0,,
1992,岩手,1418.2,,
1992,島根,777.0,,
1992,広島,2862.8,,
1992,徳島,832.0,,
1992,愛媛,1511.8,,
1992,愛知,6761.8,,
1992,新潟,2480.2,,
1992,東京,11823.2,,
1992,栃木,1954.6,,
1992,沖縄,1242.4,,
1992,滋賀,1248.0,,
1992,熊本,1848.0,,
1992,石川,1171.0,,
1992,神奈川,8086.4,,
1992,福井,825.2,,
1992,福岡,4859.8,,
1992,福島,2116.0,,
1992,秋田,1221.8,,
1992,群馬,1981.2,,
1992,茨城,2889.4,,
1992,長崎,1555.8,,
1992,長野,2171.8,,
1992,青森,1482.6,,
1992,静岡,3697.8,,
1992,香川,1024.6,,
1992,高知,821.8,,
1992,鳥取,615.6,,
1992,鹿児島,1796.4,,
1993,三重,1821.8,,
1993,京都,2618.8,,
1993,佐賀,881.6,,
1993,兵庫,5403.2,,
1993,北海道,5672.8,,
1993,千葉,5700.8,,
1993,和歌山,1077.6,,
1993,埼玉,6617.4,,
1993,大分,1233.4,,
1993,大阪,8772.2,,
1993,奈良,1408.6,,
1993,宮城,2297.0,,
1993,宮崎,1173.2,,
1993,富山,1121.8,,
1993,山口,1562.8,,
1993,山形,1257.4,,
1993,山梨,870.4,,
1993,岐阜,2086.8,,
1993,岡山,1941.0,,
1993,岩手,1418.8,,
1993,島根,775.0,,
1993,広島,2869.2,,
1993,徳島,832.0,,
1993,愛媛,1510.2,,
1993,愛知,6797.2,,
1993,新潟,2482.8,,
1993,東京,11806.8,,
1993,栃木,1964.4,,
1993,沖縄,1252.6,,
1993,滋賀,1261.0,,
1993,熊本,1852.0,,
1993,石川,1174.0,,
1993,神奈川,8139.6,,
1993,福井,825.8,,
1993,福岡,4884.2,,
1993,福島,2122.0,,
1993,秋田,1219.2,,
1993,群馬,1988.8,,
1993,茨城,2911.6,,
1993,長崎,1552.2,,
1993,長野,2179.2,,
1993,青森,1482.4,,
1993,静岡,3711.2,,
1993,香川,1025.4,,
1993,高知,820.2,,
1993,鳥取,615.4,,
1993,鹿児島,1795.6,,
1994,三重,1831.4,,
1994,京都,2624.4,,
1994,佐賀,882.8,,
1994,兵庫,5402.6,,
1994,北海道,5682.4,,
1994,千葉,5749.4,,
1994,和歌山,1078.8,,
1994,埼玉,6688.2,,
1994,大分,1232.2,,
1994,大阪,8784.6,,
1994,奈良,1419.8,,
1994,宮城,2313.0,,
1994,宮崎,1174.6,,
1994,富山,1122.4,,
1994,山口,1559.4,,
1994,山形,1257.2,,
1994,山梨,876.2,,
1994,岐阜,2093.4,,
1994,岡山,1946.0,,
1994,岩手,1419.4,,
1994,島根,773.0,,
1994,広島,2875.6,,
1994,徳島,832.0,,
1994,愛媛,1508.6,,
1994,愛知,6832.6,,
1994,新潟,2485.4,,
1994,東京,11790.4,,
1994,栃木,1974.2,,
1994,沖縄,1262.8,,
1994,滋賀,1274.0,,
1994,熊本,1856.0,,
1994,石川,1177.0,,
1994,神奈川,8192.8,,
1994,福井,826.4,,
1994,福岡,4908.6,,
1994,福島,2128.0,,
1994,秋田,1216.6,,
1994,群馬,1996.4,,
1994,茨城,2933.8,,
1994,長崎,1548.6,,
1994,長野,2186.6,,
1994,青森,1482.2,,
1994,静岡,3724.6,,
1994,香川,1026.2,,
1994,高知,818.6,,
1994,鳥取,615.2,,
1994,鹿児島,1794.8,,
1995,三重,1841.0,,
1995,京都,2630.0,,
1995,佐賀,884.0,,
1995,兵庫,5402.0,,
1995,北海道,5692.0,,
1995,千葉,5798.0,,
1995,和歌山,1080.0,,
1995,埼玉,6759.0,,
1995,大分,1231.0,,
1995,大阪,8797.0,,
1995,奈良,1431.0,,
1995,宮城,2329.0,,
1995,宮崎,1176.0,,
1995,富山,1123.0,,
1995,山口,1556.0,,
1995,山形,1257.0,,
1995,山梨,882.0,,
1995,岐阜,2100.0,,
1995,岡山,1951.0,,
1995,岩手,1420.0,,
1995,島根,771.0,,
1995,広島,2882.0,,
1995,徳島,832.0,,
1995,愛媛,1507.0,,
1995,愛知,6868.0,,
1995,新潟,2488.0,,
1995,東京,11774.0,,
1995,栃木,1984.0,,
1995,沖縄,1273.0,,
1995,滋賀,1287.0,,
1995,熊本,1860.0,,
1995,石川,1180.0,,
1995,神奈川,8246.0,,
1995,福井,827.0,,
1995,福岡,4933.0,,
1995,福島,2134.0,,
1995,秋田,1214.0,,
1995,群馬,2004.0,,
1995,茨城,2956.0,,
1995,長崎,1545.0,,
1995,長野,2194.0,,
1995,青森,1482.0,,
1995,静岡,3738.0,,
1995,香川,1027.0,,
1995,高知,817.0,,
1995,鳥取,615.0,,
1995,鹿児島,1794.0,,
1996,三重,1844.2,,
1996,京都,2632.8,,
1996,佐賀,882.6,,
1996,兵庫,5431.8,,
1996,北海道,5690.2,,
1996,千葉,5823.6,,
1996,和歌山,1078.0,,
1996,埼玉,6794.8,,
1996,大分,1229.0,,
1996,大阪,8798.6,,
1996,奈良,1433.4,,
1996,宮城,2336.2,,
1996,宮崎,1174.8,,
1996,富山,1122.6,,
1996,山口,1550.4,,
1996,山形,1254.4,,
1996,山梨,883.2,,
1996,岐阜,2101.6,,
1996,岡山,1951.0,,
1996,岩手,1419.2,,
1996,島根,769.2,,
1996,広島,2881.4,,
1996,徳島,830.4,,
1996,愛媛,1504.2,,
1996,愛知,6903.0,,
1996,新潟,2485.6,,
1996,東京,11832.0,,
1996,栃木,1988.2,,
1996,沖縄,1282.0,,
1996,滋賀,1298.2,,
1996,熊本,1859.8,,
1996,石川,1180.2,,
1996,神奈川,8294.8,,
1996,福井,827.4,,
1996,福岡,4949.6,,
1996,福島,2132.6,,
1996,秋田,1209.0,,
1996,群馬,2008.2,,
1996,茨城,2962.0,,
1996,長崎,1539.4,,
1996,長野,2198.2,,
1996,青森,1480.8,,
1996,静岡,3743.8,,
1996,香川,1026.2,,
1996,高知,816.4,,
1996,鳥取,614.6,,
1996,鹿児島,1792.4,,
1997,三重,1847.4,,
1997,京都,2635.6,,
1997,佐賀,881.2,,
1997,兵庫,5461.6,,
1997,北海道,5688.4,,
1997,千葉,5849.2,,
1997,和歌山,1076.0,,
1997,埼玉,6830.6,,
1997,大分,1227.0,,
1997,大阪,8800.2,,
1997,奈良,1435.8,,
1997,宮城,2343.4,,
1997,宮崎,1173.6,,
1997,富山,1122.2,,
1997,山口,1544.8,,
1997,山形,1251.8,,
1997,山梨,884.4,,
1997,岐阜,2103.2,,
1997,岡山,1951.0,,
1997,岩手,1418.4,,
1997,島根,767.4,,
1997,広島,2880.8,,
1997,徳島,828.8,,
1997,愛媛,1501.4,,
1997,愛知,6938.0,,
1997,新潟,2483.2,,
1997,東京,11890.0,,
1997,栃木,1992.4,,
1997,沖縄,1291.0,,
1997,滋賀,1309.4,,
1997,熊本,1859.6,,
1997,石川,1180.4,,
1997,神奈川,8343.6,,
1997,福井,827.8,,
1997,福岡,4966.2,,
1997,福島,2131.2,,
1997,秋田,1204.0,,
1997,群馬,2012.4,,
1997,茨城,2968.0,,
1997,長崎,1533.8,,
1997,長野,2202.4,,
1997,青森,1479.6,,
1997,静岡,3749.6,,
1997,香川,1025.4,,
1997,高知,815.8,,
1997,鳥取,614.2,,
1997,鹿児島,1790.8,,
1998,三重,1850.6,,
1998,京都,2638.4,,
1998,佐賀,879.8,,
1998,兵庫,5491.4,,
1998,北海道,5686.6,,
1998,千葉,5874.8,,
1998,和歌山,1074.0,,
1998,埼玉,6866.4,,
1998,大分,1225.0,,
1998,大阪,8801.8,,
1998,奈良,1438.2,,
1998,宮城,2350.6,,
1998,宮崎,1172.4,,
1998,富山,1121.8,,
1998,山口,1539.2,,
1998,山形,1249.2,,
1998,山梨,885.6,,
1998,岐阜,2104.8,,
1998,岡山,1951.0,,
1998,岩手,1417.6,,
1998,島根,765.6,,
1998,広島,2880.2,,
1998,徳島,827.2,,
1998,愛媛,1498.6,,
1998,愛知,6973.0,,
1998,新潟,2480.8,,
1998,東京,11948.0,,
1998,栃木,1996.6,,
1998,沖縄,1300.0,,
1998,滋賀,1320.6,,
1998,熊本,1859.4,,
1998,石川,1180.6,,
1998,神奈川,8392.4,,
1998,福井,828.2,,
1998,福岡,4982.8,,
1998,福島,2129.8,,
1998,秋田,1199.0,,
1998,群馬,2016.6,,
1998,茨城,2974.0,,
1998,長崎,1528.2,,
1998,長野,2206.6,,
1998,青森,1478.4,,
1998,静岡,3755.4,,
1998,香川,1024.6,,
1998,高知,815.2,,
1998,鳥取,613.8,,
1998,鹿児島,1789.2,,
1999,三重,1853.8,,
1999,京都,2641.2,,
1999,佐賀,878.4,,
1999,兵庫,5521.2,,
1999,北海道,5684.8,,
1999,千葉,5900.4,,
1999,和歌山,1072.0,,
1999,埼玉,6902.2,,
1999,大分,1223.0,,
1999,大阪,8803.4,,
1999,奈良,1440.6,,
1999,宮城,2357.8,,
1999,宮崎,1171.2,,
1999,富山,1121.4,,
1999,山口,1533.6,,
1999,山形,1246.6,,
1999,山梨,886.8,,
1999,岐阜,2106.4,,
1999,岡山,1951.0,,
1999,岩手,1416.8,,
1999,島根,763.8,,
1999,広島,2879.6,,
1999,徳島,825.6,,
1999,愛媛,1495.8,,
1999,愛知,7008.0,,
1999,新潟,2478.4,,
1999,東京,12006.0,,
1999,栃木,2000.8,,
1999,沖縄,1309.0,,
1999,滋賀,1331.8,,
1999,熊本,1859.2,,
1999,石川,1180.8,,
1999,神奈川,8441.2,,
1999,福井,828.6,,
1999,福岡,4999.4,,
1999,福島,2128.4,,
1999,秋田,1194.0,,
1999,群馬,2020.8,,
1999,茨城,2980.0,,
1999,長崎,1522.6,,
1999,長野,2210.8,,
1999,青森,1477.2,,
1999,静岡,3761.2,,
1999,香川,1023.8,,
1999,高知,814.6,,
1999,鳥取,613.4,,
1999,鹿児島,1787.6,,
2000,三重,1857.0,,
2000,京都,2644.0,,
2000,佐賀,877.0,,
2000,兵庫,5551.0,,
2000,北海道,5683.0,,
2000,千葉,5926.0,,
2000,和歌山,1070.0,,
2000,埼玉,6938.0,,
2000,大分,1221.0,,
2000,大阪,8805.0,,
2000,奈良,1443.0,,
2000,宮城,2365.0,,
2000,宮崎,1170.0,,
2000,富山,1121.0,,
2000,山口,1528.0,,
2000,山形,1244.0,,
2000,山梨,888.0,,
2000,岐阜,2108.0,,
2000,岡山,1951.0,,
2000,岩手,1416.0,,
2000,島根,762.0,,
2000,広島,2879.0,,
2000,徳島,824.0,,
2000,愛媛,1493.0,,
2000,愛知,7043.0,,
2000,新潟,2476.0,,
2000,東京,12064.0,,
2000,栃木,2005.0,,
2000,沖縄,1318.0,,
2000,滋賀,1343.0,,
2000,熊本,1859.0,,
2000,石川,1181.0,,
2000,神奈川,8490.0,,
2000,福井,829.0,,
2000,福岡,5016.0,,
2000,福島,2127.0,,
2000,秋田,1189.0,,
2000,群馬,2025.0,,
2000,茨城,2986.0,,
2000,長崎,1517.0,,
2000,長野,2215.0,,
2000,青森,1476.0,,
2000,静岡,3767.0,,
2000,香川,1023.0,,
2000,高知,814.0,,
2000,鳥取,613.0,,
2000,鹿児島,1786.0,,
2001,三重,1859.0,,
2001,京都,2644.8,,
2001,佐賀,874.8,,
2001,兵庫,5559.0,,
2001,北海道,5672.0,,
2001,千葉,5952.0,,
2001,和歌山,1063.2,,
2001,埼玉,6961.2,,
2001,大分,1218.8,,
2001,大阪,8807.4,,
2001,奈良,1438.6,,
2001,宮城,2364.0,,
2001,宮崎,1166.6,,
2001,富山,1119.2,,
2001,山口,1521.0,,
2001,山形,1238.4,,
2001,山梨,887.4,,
2001,岐阜,2107.8,,
2001,岡山,1952.2,,
2001,岩手,1409.8,,
2001,島根,758.0,,
2001,広島,2878.6,,
2001,徳島,821.2,,
2001,愛媛,1488.0,,
2001,愛知,7085.4,,
2001,新潟,2467.0,,
2001,東京,12166.6,,
2001,栃木,2007.4,,
2001,沖縄,1326.8,,
2001,滋賀,1350.4,,
2001,熊本,1855.6,,
2001,石川,1179.6,,
2001,神奈川,8550.4,,
2001,福井,827.6,,
2001,福岡,5022.8,,
2001,福島,2119.8,,
2001,秋田,1180.4,,
2001,群馬,2024.8,,
2001,茨城,2983.8,,
2001,長崎,1509.4,,
2001,長野,2211.2,,
2001,青森,1468.2,,
2001,静岡,3772.0,,
2001,香川,1020.8,,
2001,高知,810.4,,
2001,鳥取,611.8,,
2001,鹿児島,1779.4,,
2002,三重,1861.0,,
2002,京都,2645.6,,
2002,佐賀,872.6,,
2002,兵庫,5567.0,,
2002,北海道,5661.0,,
2002,千葉,5978.0,,
2002,和歌山,1056.4,,
2002,埼玉,6984.4,,
2002,大分,1216.6,,
2002,大阪,8809.8,,
2002,奈良,1434.2,,
2002,宮城,2363.0,,
2002,宮崎,1163.2,,
2002,富山,1117.4,,
2002,山口,1514.0,,
2002,山形,1232.8,,
2002,山梨,886.8,,
2002,岐阜,2107.6,,
2002,岡山,1953.4,,
2002,岩手,1403.6,,
2002,島根,754.0,,
2002,広島,2878.2,,
2002,徳島,818.4,,
2002,愛媛,1483.0,,
2002,愛知,7127.8,,
2002,新潟,2458.0,,
2002,東京,12269.2,,
2002,栃木,2009.8,,
2002,沖縄,1335.6,,
2002,滋賀,1357.8,,
2002,熊本,1852.2,,
2002,石川,1178.2,,
2002,神奈川,8610.8,,
2002,福井,826.2,,
2002,福岡,5029.6,,
2002,福島,2112.6,,
2002,秋田,1171.8,,
2002,群馬,2024.6,,
2002,茨城,2981.6,,
2002,長崎,1501.8,,
2002,長野,2207.4,,
2002,青森,1460.4,,
2002,静岡,3777.0,,
2002,香川,1018.6,,
2002,高知,806.8,,
2002,鳥取,610.6,,
2002,鹿児島,1772.8,,
2003,三重,1863.0,,
2003,京都,2646.4,,
2003,佐賀,870.4,,
2003,兵庫,5575.0,,
2003,北海道,5650.0,,
2003,千葉,6004.0,,
2003,和歌山,1049.6,,
2003,埼玉,7007.6,,
2003,大分,1214.4,,
2003,大阪,8812.2,,
2003,奈良,1429.8,,
2003,宮城,2362.0,,
2003,宮崎,1159.8,,
2003,富山,1115.6,,
2003,山口,1507.0,,
2003,山形,1227.2,,
2003,山梨,886.2,,
2003,岐阜,2107.4,,
2003,岡山,1954.6,,
2003,岩手,1397.4,,
2003,島根,750.0,,
2003,広島,2877.8,,
2003,徳島,815.6,,
2003,愛媛,1478.0,,
2003,愛知,7170.2,,
2003,新潟,2449.0,,
2003,東京,12371.8,,
2003,栃木,2012.2,,
2003,沖縄,1344.4,,
2003,滋賀,1365.2,,
2003,熊本,1848.8,,
2003,石川,1176.8,,
2003,神奈川,8671.2,,
2003,福井,824.8,,
2003,福岡,5036.4,,
2003,福島,2105.4,,
2003,秋田,1163.2,,
2003,群馬,2024.4,,
2003,茨城,2979.4,,
2003,長崎,1494.2,,
2003,長野,2203.6,,
2003,青森,1452.6,,
2003,静岡,3782.0,,
2003,香川,1016.4,,
2003,高知,803.2,,
2003,鳥取,609.4,,
2003,鹿児島,1766.2,,
2004,三重,1865.0,,
2004,京都,2647.2,,
2004,佐賀,868.2,,
2004,兵庫,5583.0,,
2004,北海道,5639.0,,
2004,千葉,6030.0,,
2004,和歌山,1042.8,,
2004,埼玉,7030.8,,
2004,大分,1212.2,,
2004,大阪,8814.6,,
2004,奈良,1425.4,,
2004,宮城,2361.0,,
2004,宮崎,1156.4,,
2004,富山,1113.8,,
2004,山口,1500.0,,
2004,山形,1221.6,,
2004,山梨,885.6,,
2004,岐阜,2107.2,,
2004,岡山,1955.8,,
2004,岩手,1391.2,,
2004,島根,746.0,,
2004,広島,2877.4,,
2004,徳島,812.8,,
2004,愛媛,1473.0,,
2004,愛知,7212.6,,
2004,新潟,2440.0,,
2004,東京,12474.4,,
2004,栃木,2014.6,,
2004,沖縄,1353.2,,
2004,滋賀,1372.6,,
2004,熊本,1845.4,,
2004,石川,1175.4,,
2004,神奈川,8731.6,,
2004,福井,823.4,,
2004,福岡,5043.2,,
2004,福島,2098.2,,
2004,秋田,1154.6,,
2004,群馬,2024.2,,
2004,茨城,2977.2,,
2004,長崎,1486.6,,
2004,長野,2199.8,,
2004,青森,1444.8,,
2004,静岡,3787.0,,
2004,香川,1014.2,,
2004,高知,799.6,,
2004,鳥取,608.2,,
2004,鹿児島,1759.6,,
2005,三重,1867.0,,
2005,京都,2648.0,,
2005,佐賀,866.0,,
2005,兵庫,5591.0,,
2005,北海道,5628.0,,
2005,千葉,6056.0,,
2005,和歌山,1036.0,,
2005,埼玉,7054.0,,
2005,大分,1210.0,,
2005,大阪,8817.0,,
2005,奈良,1421.0,,
2005,宮城,2360.0,,
2005,宮崎,1153.0,,
2005,富山,1112.0,,
2005,山口,1493.0,,
2005,山形,1216.0,,
2005,山梨,885.0,,
2005,岐阜,2107.0,,
2005,岡山,1957.0,,
2005,岩手,1385.0,,
2005,島根,742.0,,
2005,広島,2877.0,,
2005,徳島,810.0,,
2005,愛媛,1468.0,,
2005,愛知,7255.0,,
2005,新潟,2431.0,,
2005,東京,12577.0,,
2005,栃木,2017.0,,
2005,沖縄,1362.0,,
2005,滋賀,1380.0,,
2005,熊本,1842.0,,
2005,石川,1174.0,,
2005,神奈川,8792.0,,
2005,福井,822.0,,
2005,福岡,5050.0,,
2005,福島,2091.0,,
2005,秋田,1146.0,,
2005,群馬,2024.0,,
2005,茨城,2975.0,,
2005,長崎,1479.0,,
2005,長野,2196.0,,
2005,青森,1437.0,,
2005,静岡,3792.0,,
2005,香川,1012.0,,
2005,高知,796.0,,
